Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,84,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile10.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,84,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile10.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,81,16,T:Microsoft.Maui.Controls.Image,,,,,tile9.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,81,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile9.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,81,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile9.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,78,16,T:Microsoft.Maui.Controls.Image,,,,,tile8.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,78,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile8.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,78,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile8.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,75,16,T:Microsoft.Maui.Controls.Image,,,,,tile7.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,75,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile7.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,75,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile7.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,72,16,T:Microsoft.Maui.Controls.Image,,,,,tile6.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,72,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile6.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,72,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile6.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,69,16,T:Microsoft.Maui.Controls.Image,,,,,tile5.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,69,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile5.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,69,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile5.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,66,16,T:Microsoft.Maui.Controls.Image,,,,,tile4.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,66,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile4.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,66,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile4.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,63,16,T:Microsoft.Maui.Controls.Image,,,,,tile3.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,63,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile3.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,63,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile3.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,60,16,T:Microsoft.Maui.Controls.Image,,,,,tile2.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,60,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile2.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,60,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile2.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,57,16,T:Microsoft.Maui.Controls.Image,,,,,tile1.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,57,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile1.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,57,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile1.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,54,16,T:Microsoft.Maui.Controls.Image,,,,,tile0.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,54,16,T:Microsoft.Maui.Controls.ImageSource,,,,,tile0.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,54,16,P:Microsoft.Maui.Controls.Image.Source,,,,,tile0.Source = src;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,11,8,M:Microsoft.Maui.Controls.Page.OnAppearing,,,,,base.OnAppearing();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,4,4,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public NewGame()      {          InitializeComponent();      }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,4,4,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public NewGame()      {          InitializeComponent();      }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\NewGame.xaml.cs,2,31,T:Microsoft.Maui.Controls.ContentPage,,,,,ContentPage
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\obj\Release\net10.0-windows10.0.26100.0\win-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.XamlGenerator\Views_MainPage.xaml.sg.cs,32,3,T:Microsoft.Maui.Controls.NameScopeExtensions,,,,,"viewModel = global::Microsoft.Maui.Controls.NameScopeExtensions.FindByName<global::Concentration.ViewModels.StartupViewModel>(this, ""viewModel"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\obj\Release\net10.0-windows10.0.26100.0\win-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.XamlGenerator\Views_MainPage.xaml.sg.cs,32,3,"M:Microsoft.Maui.Controls.NameScopeExtensions.FindByName``1(Microsoft.Maui.Controls.Element,System.String)",,,,,"viewModel = global::Microsoft.Maui.Controls.NameScopeExtensions.FindByName<global::Concentration.ViewModels.StartupViewModel>(this, ""viewModel"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\obj\Release\net10.0-windows10.0.26100.0\win-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.XamlGenerator\Views_MainPage.xaml.sg.cs,31,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(MainPage));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\MainPage.xaml.cs,11,12,M:Microsoft.Maui.Controls.Page.OnAppearing,,,,,base.OnAppearing();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\MainPage.xaml.cs,4,8,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public MainPage()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\MainPage.xaml.cs,4,8,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public MainPage()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Views\MainPage.xaml.cs,2,36,T:Microsoft.Maui.Controls.ContentPage,,,,,ContentPage
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\ViewModels\StartupViewModel.cs,27,12,T:Microsoft.Maui.Controls.Shell,,,,,"await Shell.Current.GoToAsync(""//NewGame"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\ViewModels\StartupViewModel.cs,27,12,T:Microsoft.Maui.Controls.Shell,,,,,"await Shell.Current.GoToAsync(""//NewGame"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\ViewModels\StartupViewModel.cs,27,12,P:Microsoft.Maui.Controls.Shell.Current,,,,,"await Shell.Current.GoToAsync(""//NewGame"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\ViewModels\StartupViewModel.cs,27,12,M:Microsoft.Maui.Controls.Shell.GoToAsync(Microsoft.Maui.Controls.ShellNavigationState),,,,,"await Shell.Current.GoToAsync(""//NewGame"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\ViewModels\GameViewModel.cs,150,12,T:Microsoft.Maui.Storage.FileSystem,,,,,"AudioManager.Current.CreatePlayer(await FileSystem.OpenAppPackageFileAsync($""{name}.wav"")).Play();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\ViewModels\GameViewModel.cs,150,12,M:Microsoft.Maui.Storage.FileSystem.OpenAppPackageFileAsync(System.String),,,,,"AudioManager.Current.CreatePlayer(await FileSystem.OpenAppPackageFileAsync($""{name}.wav"")).Play();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\obj\Debug\net10.0-windows10.0.26100.0\win-x64\Platforms\Windows\App.g.i.cs,50,12,T:System.Uri,,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Platforms/Windows/App.xaml"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\obj\Debug\net10.0-windows10.0.26100.0\win-x64\Platforms\Windows\App.g.i.cs,50,12,M:System.Uri.#ctor(System.String),,,,,"global::System.Uri resourceLocator = new global::System.Uri(""ms-appx:///Platforms/Windows/App.xaml"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Platforms\Windows\App.xaml.cs,21,8,T:Microsoft.Maui.Hosting.MauiApp,,,,,protected override MauiApp CreateMauiApp()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\Platforms\Windows\App.xaml.cs,21,54,T:Microsoft.Maui.Hosting.MauiApp,,,,,MauiProgram.CreateMauiApp()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Concentration\Concentration.csproj,File,Concentration\Platforms\Windows\App.xaml.cs,16,8,M:Microsoft.Maui.MauiWinUIApplication.#ctor,,,,,public App()          {              this.InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Concentration\Concentration.csproj,File,Concentration\Platforms\Windows\App.xaml.cs,16,8,M:Microsoft.Maui.MauiWinUIApplication.#ctor,,,,,public App()          {              this.InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Concentration\Concentration.csproj,File,Concentration\Platforms\Windows\App.xaml.cs,10,31,T:Microsoft.Maui.MauiWinUIApplication,,,,,MauiWinUIApplication
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\obj\Release\net10.0-windows10.0.26100.0\win-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.XamlGenerator\AppShell.xaml.sg.cs,22,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(AppShell));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\AppShell.xaml.cs,4,8,M:Microsoft.Maui.Controls.Shell.#ctor,,,,,public AppShell()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\AppShell.xaml.cs,4,8,M:Microsoft.Maui.Controls.Shell.#ctor,,,,,public AppShell()          {              InitializeComponent();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\AppShell.xaml.cs,2,36,T:Microsoft.Maui.Controls.Shell,,,,,Shell
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,7,8,T:Microsoft.Maui.Hosting.MauiApp,,,,,public static MauiApp CreateMauiApp()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,23,12,T:Microsoft.Maui.Hosting.MauiApp,,,,,return builder.Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,23,12,M:Microsoft.Maui.Hosting.MauiAppBuilder.Build,,,,,return builder.Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,20,6,P:Microsoft.Maui.Hosting.MauiAppBuilder.Logging,,,,,builder.Logging.AddDebug();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,16,20,T:Microsoft.Maui.Hosting.FontCollectionExtensions,,,,,"fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,16,20,T:Microsoft.Maui.Hosting.IFontCollection,,,,,"fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,16,20,"M:Microsoft.Maui.Hosting.FontCollectionExtensions.AddFont(Microsoft.Maui.Hosting.IFontCollection,System.String,System.String)",,,,,"fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,15,20,T:Microsoft.Maui.Hosting.FontCollectionExtensions,,,,,"fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,15,20,T:Microsoft.Maui.Hosting.IFontCollection,,,,,"fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,15,20,"M:Microsoft.Maui.Hosting.FontCollectionExtensions.AddFont(Microsoft.Maui.Hosting.IFontCollection,System.String,System.String)",,,,,"fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,10,12,T:Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions,,,,,"builder                  .UseMauiApp<App>()                  .ConfigureMopups()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");                      fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,10,12,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder                  .UseMauiApp<App>()                  .ConfigureMopups()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");                      fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,10,12,M:Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions.UseMauiApp``1(Microsoft.Maui.Hosting.MauiAppBuilder),,,,,"builder                  .UseMauiApp<App>()                  .ConfigureMopups()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");                      fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,10,12,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder                  .UseMauiApp<App>()                  .ConfigureMopups()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");                      fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,10,12,T:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions,,,,,"builder                  .UseMauiApp<App>()                  .ConfigureMopups()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");                      fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,10,12,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder                  .UseMauiApp<App>()                  .ConfigureMopups()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");                      fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,10,12,"M:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions.ConfigureFonts(Microsoft.Maui.Hosting.MauiAppBuilder,System.Action{Microsoft.Maui.Hosting.IFontCollection})",,,,,"builder                  .UseMauiApp<App>()                  .ConfigureMopups()                  .ConfigureFonts(fonts =>                  {                      fonts.AddFont(""AmaticSC-Regular.ttf"", ""AmaticSCRegular"");                      fonts.AddFont(""AmaticSC-Bold.ttf"", ""AmaticSCBold"");                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,9,12,T:Microsoft.Maui.Hosting.MauiApp,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,9,12,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\MauiProgram.cs,9,12,M:Microsoft.Maui.Hosting.MauiApp.CreateBuilder(System.Boolean),,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\obj\Release\net10.0-windows10.0.26100.0\win-x64\Microsoft.Maui.Controls.SourceGen\Microsoft.Maui.Controls.SourceGen.XamlGenerator\App.xaml.sg.cs,22,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(App));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\App.xaml.cs,25,8,T:Microsoft.Maui.IActivationState,,,,,protected override Window CreateWindow(IActivationState? activationState)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\App.xaml.cs,25,8,T:Microsoft.Maui.Controls.Window,,,,,protected override Window CreateWindow(IActivationState? activationState)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\App.xaml.cs,25,85,T:Microsoft.Maui.Controls.Window,,,,,new Window(new AppShell())
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\App.xaml.cs,25,85,M:Microsoft.Maui.Controls.Window.#ctor(Microsoft.Maui.Controls.Page),,,,,new Window(new AppShell())
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\App.xaml.cs,12,8,M:Microsoft.Maui.Controls.Application.#ctor,,,,,public App()          {              App.Self = this;                Service = Startup.Init();              InitializeComponent();                            SetupSQLiteConnection();                // create SQLite repositiory class              new SqLiteRepository();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\App.xaml.cs,12,8,M:Microsoft.Maui.Controls.Application.#ctor,,,,,public App()          {              App.Self = this;                Service = Startup.Init();              InitializeComponent();                            SetupSQLiteConnection();                // create SQLite repositiory class              new SqLiteRepository();          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Concentration\Concentration.csproj,File,Concentration\App.xaml.cs,6,31,T:Microsoft.Maui.Controls.Application,,,,,Application
